organism_full,list_tested_classes,count_tested_classes,isolate_count
Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, β-lactam combination agents",7,70
Acinetobacter baumannii,"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, Phenicol, β-lactam combination agents",7,47
Acinetobacter baumannii,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins, β-lactam combination agents",7,43
Acinetobacter baumannii,"Carbapenems, Cephalosporins, Folate pathway antagonists, Lipopeptides, Penicillins, Phenicol, β-lactam combination agents",7,40
Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins, β-lactam combination agents",7,39
Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Phenicol, β-lactam combination agents",7,34
Acinetobacter baumannii,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Tetracycline, Tetracyclines, β-lactam combination agents",7,32
Acinetobacter baumannii,"Carbapenems, Cephalosporins, Fluoroquinolones, Penicillins, Tetracycline, Tetracyclines, β-lactam combination agents",7,18
Acinetobacter baumannii,"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins, β-lactam combination agents",7,16
Acinetobacter baumannii,"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Tetracycline, Tetracyclines, β-lactam combination agents",7,11
Acinetobacter baumannii,"Carbapenems, Cephalosporins, Folate pathway antagonists, Penicillins, Tetracycline, Tetracyclines, β-lactam combination agents",7,11
Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Phenicol, Tetracycline, Tetracyclines",7,10
Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Lincosamides, Tetracycline, Tetracyclines",7,6
Acinetobacter baumannii,"Carbapenems, Fluoroquinolones, Folate pathway antagonists, Penicillins, Tetracycline, Tetracyclines, β-lactam combination agents",7,5
Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Glycopeptides, Tetracycline, Tetracyclines",7,4
Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Fluoroquinolones, Folate pathway antagonists, Tetracycline, Tetracyclines, β-lactam combination agents",7,4
Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Penicillins, Tetracycline, Tetracyclines",7,3
Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Glycopeptides, Penicillins, β-lactam combination agents",7,2
Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Lincosamides, Penicillins, β-lactam combination agents",7,2
Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Penicillins, Phenicol, β-lactam combination agents",7,2
Acinetobacter baumannii,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, Phenicol, β-lactam combination agents",7,2
Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins",7,1
Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Macrolides, β-lactam combination agents",7,1
Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Lipopeptides, Tetracycline, Tetracyclines",7,1
Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Lincosamides, Tetracycline, Tetracyclines, β-lactam combination agents",7,1
Acinetobacter baumannii,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Penicillins, Tetracycline, Tetracyclines, β-lactam combination agents",7,1
Acinetobacter baumannii,"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Lincosamides, Macrolides, Penicillins, β-lactam combination agents",7,1
Acinetobacter baumannii,"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Penicillins, Tetracycline, Tetracyclines, β-lactam combination agents",7,1
Acinetobacter baumannii,"Aminoglycosides, Cephalosporins, Glycopeptides, Lincosamides, Macrolides, Penicillins, Phenicol",7,1
Acinetobacter baumannii,"Aminoglycosides, Cephalosporins, Glycopeptides, Lincosamides, Phenicol, Tetracycline, Tetracyclines",7,1
Acinetobacter baumannii,"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Tetracycline, Tetracyclines",7,1
Acinetobacter baumannii,"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, Tetracycline, Tetracyclines",7,1
Acinetobacter baumannii,"Carbapenems, Cephalosporins, Fluoroquinolones, Lipopeptides, Penicillins, Phenicol, β-lactam combination agents",7,1
Acinetobacter baumannii,"Carbapenems, Cephalosporins, Lincosamides, Penicillins, Tetracycline, Tetracyclines, β-lactam combination agents",7,1
Acinetobacter baumannii,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, Tetracycline, Tetracyclines, β-lactam combination agents",7,1
Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins, β-lactam combination agents",8,46493
Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Tetracycline, Tetracyclines, β-lactam combination agents",8,7942
Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, Phenicol, β-lactam combination agents",8,626
Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Lipopeptides, Tetracycline, Tetracyclines, β-lactam combination agents",8,103
Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Tetracycline, Tetracyclines",8,38
Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Penicillins, Tetracycline, Tetracyclines, β-lactam combination agents",8,38
Acinetobacter baumannii,"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, Tetracycline, Tetracyclines, β-lactam combination agents",8,24
Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, Penicillins, Tetracycline, Tetracyclines, β-lactam combination agents",8,22
Acinetobacter baumannii,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, Tetracycline, Tetracyclines, β-lactam combination agents",8,20
Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lincosamides, Penicillins, β-lactam combination agents",8,13
Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Penicillins, β-lactam combination agents",8,11
Acinetobacter baumannii,"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins, Phenicol, β-lactam combination agents",8,9
Acinetobacter baumannii,"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Tetracycline, Tetracyclines, β-lactam combination agents",8,7
Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, Lipopeptides, Penicillins, Phenicol, β-lactam combination agents",8,5
Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, Tetracycline, Tetracyclines",8,3
Acinetobacter baumannii,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Tetracycline, Tetracyclines, β-lactam combination agents",8,2
Acinetobacter baumannii,"Carbapenems, Cephalosporins, Folate pathway antagonists, Penicillins, Phenicol, Tetracycline, Tetracyclines, β-lactam combination agents",8,2
Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, β-lactam combination agents",8,1
Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lipopeptides, β-lactam combination agents",8,1
Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Macrolides, Penicillins, β-lactam combination agents",8,1
Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Lipopeptides, Penicillins, Phenicol, β-lactam combination agents",8,1
Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Macrolides, Phenicol, Tetracycline, Tetracyclines",8,1
Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Tetracycline, Tetracyclines, β-lactam combination agents",8,1
Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, Tetracycline, Tetracyclines, β-lactam combination agents",9,887
Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Tetracycline, Tetracyclines, β-lactam combination agents",9,559
Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins, Phenicol, β-lactam combination agents",9,21
Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Phenicol, Tetracycline, Tetracyclines, β-lactam combination agents",9,5
Acinetobacter baumannii,"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins, Tetracycline, Tetracyclines, β-lactam combination agents",9,4
Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lincosamides, Penicillins, Phenicol, β-lactam combination agents",9,3
Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Penicillins, Phenicol, Tetracycline, Tetracyclines, β-lactam combination agents",9,2
Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, Lincosamides, Macrolides, Tetracycline, Tetracyclines, β-lactam combination agents",9,2
Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Penicillins, β-lactam combination agents",9,1
Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lipopeptides, Penicillins, β-lactam combination agents",9,1
Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Penicillins, Phenicol, β-lactam combination agents",9,1
Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Tetracycline, Tetracyclines, β-lactam combination agents",9,1
Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, Penicillins, Phenicol, Tetracycline, Tetracyclines, β-lactam combination agents",9,1
Acinetobacter baumannii,"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lincosamides, Macrolides, Penicillins, Phenicol, β-lactam combination agents",9,1
Acinetobacter baumannii,"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, Phenicol, Tetracycline, Tetracyclines, β-lactam combination agents",9,1
Acinetobacter baumannii,"Carbapenems, Cephalosporins, Folate pathway antagonists, Glycopeptides, Lincosamides, Macrolides, Penicillins, Phenicol, β-lactam combination agents",9,1
Acinetobacter baumannii,"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lipopeptides, Macrolides, Penicillins, Phenicol, β-lactam combination agents",10,350
Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins, Tetracycline, Tetracyclines, β-lactam combination agents",10,290
Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, Phenicol, Tetracycline, Tetracyclines, β-lactam combination agents",10,23
Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Macrolides, Penicillins, Phenicol, β-lactam combination agents",10,3
Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Lipopeptides, Macrolides, β-lactam combination agents",10,1
Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Penicillins, Phenicol, β-lactam combination agents",10,1
Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Phenicol, Tetracycline, Tetracyclines, β-lactam combination agents",10,1
Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lincosamides, Phenicol, Tetracycline, Tetracyclines, β-lactam combination agents",10,1
Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Glycopeptides, Lincosamides, Macrolides, Tetracycline, Tetracyclines, β-lactam combination agents",10,1
Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Glycopeptides, Macrolides, Penicillins, Tetracycline, Tetracyclines, β-lactam combination agents",10,1
Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Lipopeptides, Penicillins, Phenicol, Tetracycline, Tetracyclines, β-lactam combination agents",10,1
Acinetobacter baumannii,"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines, β-lactam combination agents",10,1
Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Lipopeptides, Macrolides, Phenicol, β-lactam combination agents",11,8
Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Macrolides, Tetracycline, Tetracyclines, β-lactam combination agents",11,4
Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lipopeptides, Penicillins, Tetracycline, Tetracyclines, β-lactam combination agents",11,4
Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Macrolides, Penicillins, Tetracycline, Tetracyclines, β-lactam combination agents",11,3
Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins, Phenicol, Tetracycline, Tetracyclines, β-lactam combination agents",11,3
Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Glycopeptides, Lincosamides, Macrolides, Penicillins, Tetracycline, Tetracyclines, β-lactam combination agents",11,2
Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lipopeptides, Penicillins, Phenicol, Tetracycline, Tetracyclines, β-lactam combination agents",12,1
Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Glycopeptides, Lincosamides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines, β-lactam combination agents",12,1
Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lipopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines, β-lactam combination agents",13,240
Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Lipopeptides, Macrolides, Phenicol, Tetracycline, Tetracyclines, β-lactam combination agents",13,6
