"Pathogen","MDR_Pattern","region_id","Year","Predicted_Percent","pct_change","label_text"
"Acinetobacter baumannii","CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, Β-LACTAM COMBINATION AGENTS",2,"2026 Prediction",15.9622527559748,-0.0213025385127547,"-0.02%"
"Acinetobacter baumannii","CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, Β-LACTAM COMBINATION AGENTS",2,"2027 Prediction",25.2869162473054,9.30336095281791,"+9.30%"
"Acinetobacter baumannii","CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, Β-LACTAM COMBINATION AGENTS",3,"2025 Prediction",15.4303448971795,0,"+0.00%"
"Acinetobacter baumannii","CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, Β-LACTAM COMBINATION AGENTS",3,"2026 Prediction",15.4362415015246,0.00589660434514305,"+0.01%"
"Acinetobacter baumannii","CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, Β-LACTAM COMBINATION AGENTS",3,"2027 Prediction",24.8363990779561,9.40605418077666,"+9.41%"
"Acinetobacter baumannii","CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, Β-LACTAM COMBINATION AGENTS",4,"2025 Prediction",15.8122682388631,0,"+0.00%"
"Acinetobacter baumannii","CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, Β-LACTAM COMBINATION AGENTS",4,"2026 Prediction",15.799465500635,-0.012802738228071,"-0.01%"
"Acinetobacter baumannii","CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, Β-LACTAM COMBINATION AGENTS",4,"2027 Prediction",25.148179637433,9.33591139856994,"+9.34%"
"Acinetobacter baumannii","CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, Β-LACTAM COMBINATION AGENTS",5,"2025 Prediction",16.0204089126076,0,"+0.00%"
"Acinetobacter baumannii","CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, Β-LACTAM COMBINATION AGENTS",5,"2026 Prediction",15.9972676691038,-0.0231412435037825,"-0.02%"
"Acinetobacter baumannii","CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, Β-LACTAM COMBINATION AGENTS",5,"2027 Prediction",25.3167505464026,9.29634163379497,"+9.30%"
"Acinetobacter baumannii","CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, Β-LACTAM COMBINATION AGENTS",6,"2025 Prediction",15.9945434572774,0,"+0.00%"
