organism,antibiotic,result,total_count
Serratia marcescens,gentamicin,S,12482
Serratia marcescens,imipenem,I,341
Serratia marcescens,imipenem,R,368
Serratia marcescens,imipenem,S,10452
Serratia marcescens,levofloxacin,I,338
Serratia marcescens,levofloxacin,R,461
Serratia marcescens,levofloxacin,S,7780
Serratia marcescens,meropenem,I,50
Serratia marcescens,meropenem,R,452
Serratia marcescens,meropenem,S,14631
Serratia marcescens,nitrofurantoin,R,304
Serratia marcescens,norfloxacin,I,2
Serratia marcescens,norfloxacin,R,18
Serratia marcescens,norfloxacin,S,754
Serratia marcescens,piperacillin/tazobactam,I,68
Serratia marcescens,piperacillin/tazobactam,R,709
Serratia marcescens,piperacillin/tazobactam,S,9452
Serratia marcescens,teicoplanin,R,44
Serratia marcescens,tetracycline,I,50
Serratia marcescens,tetracycline,R,391
Serratia marcescens,tetracycline,S,93
Serratia marcescens,trimethoprim/sulfamethoxazole,I,49
Serratia marcescens,trimethoprim/sulfamethoxazole,R,962
Serratia marcescens,trimethoprim/sulfamethoxazole,S,12099
Serratia marcescens,vancomycin,R,53
Shigella spp.,amikacin,R,29
Shigella spp.,amikacin,S,18
Shigella spp.,amoxicillin/clavulanic acid,I,2
Shigella spp.,amoxicillin/clavulanic acid,R,3
Shigella spp.,amoxicillin/clavulanic acid,S,36
Shigella spp.,ampicillin,I,36
Shigella spp.,ampicillin,R,495
Shigella spp.,ampicillin,S,678
Shigella spp.,ampicillin/sulbactam,I,2
Shigella spp.,ampicillin/sulbactam,S,6
Shigella spp.,cefazolin,I,1
Shigella spp.,cefazolin,R,7
Shigella spp.,cefepime,I,2
Shigella spp.,cefepime,R,4
Shigella spp.,cefepime,S,32
Shigella spp.,cefoperazone/sulbactam,R,1
Shigella spp.,cefoperazone/sulbactam,S,7
Shigella spp.,cefotaxime,I,6
Shigella spp.,cefotaxime,R,105
Shigella spp.,cefotaxime,S,433
Shigella spp.,cefoxitin,R,2
Shigella spp.,cefoxitin,S,12
Shigella spp.,ceftazidime,I,1
Shigella spp.,ceftazidime,R,4
Shigella spp.,ceftazidime,S,39
Shigella spp.,ceftriaxone,I,2
Shigella spp.,ceftriaxone,R,115
Shigella spp.,ceftriaxone,S,596
Shigella spp.,cefuroxime,R,3
Shigella spp.,cefuroxime,S,5
Shigella spp.,chloramphenicol,I,8
Shigella spp.,chloramphenicol,R,78
Shigella spp.,chloramphenicol,S,379
Shigella spp.,ciprofloxacin,I,129
Shigella spp.,ciprofloxacin,R,353
Shigella spp.,ciprofloxacin,S,400
Shigella spp.,colistin,I,4
Shigella spp.,ertapenem,I,2
Shigella spp.,ertapenem,R,8
Shigella spp.,ertapenem,S,270
Shigella spp.,erythromycin,R,5
Shigella spp.,gentamicin,R,16
Shigella spp.,gentamicin,S,13
Shigella spp.,imipenem,I,2
Shigella spp.,imipenem,R,6
Shigella spp.,imipenem,S,324
Shigella spp.,levofloxacin,I,19
Shigella spp.,levofloxacin,R,74
Shigella spp.,levofloxacin,S,94
Shigella spp.,meropenem,I,3
Shigella spp.,meropenem,R,8
Shigella spp.,meropenem,S,342
Shigella spp.,norfloxacin,I,3
Shigella spp.,norfloxacin,R,7
Shigella spp.,norfloxacin,S,10
Shigella spp.,piperacillin/tazobactam,I,1
Shigella spp.,piperacillin/tazobactam,R,2
Shigella spp.,piperacillin/tazobactam,S,39
Shigella spp.,teicoplanin,R,3
Shigella spp.,tetracycline,I,3
Shigella spp.,tetracycline,R,440
Shigella spp.,tetracycline,S,60
Shigella spp.,trimethoprim/sulfamethoxazole,I,17
Shigella spp.,trimethoprim/sulfamethoxazole,R,985
Shigella spp.,trimethoprim/sulfamethoxazole,S,340
Shigella spp.,vancomycin,R,3
Staphylococcus aureus,amikacin,I,8
Staphylococcus aureus,amikacin,R,5
Staphylococcus aureus,amikacin,S,388
Staphylococcus aureus,amoxicillin/clavulanic acid,I,3
Staphylococcus aureus,amoxicillin/clavulanic acid,R,1447
Staphylococcus aureus,amoxicillin/clavulanic acid,S,301
Staphylococcus aureus,ampicillin,R,3836
Staphylococcus aureus,ampicillin,S,1637
Staphylococcus aureus,ampicillin/sulbactam,R,262
Staphylococcus aureus,cefazolin,I,4
Staphylococcus aureus,cefazolin,R,661
Staphylococcus aureus,cefazolin,S,552
Staphylococcus aureus,cefepime,R,41
Staphylococcus aureus,cefepime,S,2
Staphylococcus aureus,cefoperazone/sulbactam,R,24
Staphylococcus aureus,cefoperazone/sulbactam,S,3
Staphylococcus aureus,cefotaxime,I,8
Staphylococcus aureus,cefotaxime,R,289
Staphylococcus aureus,cefotaxime,S,221
Staphylococcus aureus,cefoxitin,I,1
Staphylococcus aureus,cefoxitin,R,19589
Staphylococcus aureus,cefoxitin,S,177851
Staphylococcus aureus,ceftazidime,I,6
Staphylococcus aureus,ceftazidime,R,142
Staphylococcus aureus,ceftazidime,S,6
Staphylococcus aureus,ceftriaxone,I,18
Staphylococcus aureus,ceftriaxone,R,962
Staphylococcus aureus,ceftriaxone,S,38
Staphylococcus aureus,cefuroxime,R,101
Staphylococcus aureus,cefuroxime,S,1
Staphylococcus aureus,chloramphenicol,I,1331
Staphylococcus aureus,chloramphenicol,R,2029
Staphylococcus aureus,chloramphenicol,S,60491
Staphylococcus aureus,ciprofloxacin,I,2617
Staphylococcus aureus,ciprofloxacin,R,9507
Staphylococcus aureus,ciprofloxacin,S,124426
Staphylococcus aureus,clindamycin,I,3622
Staphylococcus aureus,clindamycin,R,29217
Staphylococcus aureus,clindamycin,S,238587
Staphylococcus aureus,colistin,R,743
Staphylococcus aureus,ertapenem,R,143
Staphylococcus aureus,ertapenem,S,3
Staphylococcus aureus,erythromycin,I,6234
Staphylococcus aureus,erythromycin,R,33406
Staphylococcus aureus,erythromycin,S,229950
Staphylococcus aureus,fosfomycin,I,33
Staphylococcus aureus,fosfomycin,R,239
Staphylococcus aureus,fosfomycin,S,9501
Staphylococcus aureus,gentamicin,I,1367
Staphylococcus aureus,gentamicin,R,12210
Staphylococcus aureus,gentamicin,S,210984
Staphylococcus aureus,gentamicin high,S,3
Staphylococcus aureus,imipenem,R,261
Staphylococcus aureus,imipenem,S,55
Staphylococcus aureus,levofloxacin,I,340
Staphylococcus aureus,levofloxacin,R,6061
Staphylococcus aureus,levofloxacin,S,73460
Staphylococcus aureus,meropenem,I,2
Staphylococcus aureus,meropenem,R,317
Staphylococcus aureus,meropenem,S,2
Staphylococcus aureus,nitrofurantoin,I,18
Staphylococcus aureus,nitrofurantoin,R,32
Staphylococcus aureus,nitrofurantoin,S,5126
Staphylococcus aureus,norfloxacin,I,106
Staphylococcus aureus,norfloxacin,R,561
Staphylococcus aureus,norfloxacin,S,5575
Staphylococcus aureus,oxacillin,I,1
Staphylococcus aureus,oxacillin,R,9169
Staphylococcus aureus,oxacillin,S,77931
Staphylococcus aureus,penicillin,R,117671
Staphylococcus aureus,penicillin,S,17031
Staphylococcus aureus,piperacillin/tazobactam,R,159
Staphylococcus aureus,piperacillin/tazobactam,S,4
Staphylococcus aureus,teicoplanin,I,54
Staphylococcus aureus,teicoplanin,R,394
Staphylococcus aureus,teicoplanin,S,55665
Staphylococcus aureus,tetracycline,I,807
Staphylococcus aureus,tetracycline,R,44664
Staphylococcus aureus,tetracycline,S,66909
Staphylococcus aureus,trimethoprim/sulfamethoxazole,I,533
Staphylococcus aureus,trimethoprim/sulfamethoxazole,R,8545
Staphylococcus aureus,trimethoprim/sulfamethoxazole,S,253285
Staphylococcus aureus,vancomycin,I,209
Staphylococcus aureus,vancomycin,R,634
Staphylococcus aureus,vancomycin,S,75772
"Staphylococcus, coagulase negative",amikacin,I,3
"Staphylococcus, coagulase negative",amikacin,R,4
"Staphylococcus, coagulase negative",amikacin,S,73
"Staphylococcus, coagulase negative",amoxicillin/clavulanic acid,I,20
"Staphylococcus, coagulase negative",amoxicillin/clavulanic acid,R,7843
"Staphylococcus, coagulase negative",amoxicillin/clavulanic acid,S,132
"Staphylococcus, coagulase negative",ampicillin,I,1
"Staphylococcus, coagulase negative",ampicillin,R,16953
"Staphylococcus, coagulase negative",ampicillin,S,610
"Staphylococcus, coagulase negative",ampicillin/sulbactam,R,1524
"Staphylococcus, coagulase negative",cefazolin,I,1
"Staphylococcus, coagulase negative",cefazolin,R,3658
"Staphylococcus, coagulase negative",cefazolin,S,185
"Staphylococcus, coagulase negative",cefepime,R,485
"Staphylococcus, coagulase negative",cefepime,S,2
"Staphylococcus, coagulase negative",cefoperazone/sulbactam,R,410
"Staphylococcus, coagulase negative",cefoperazone/sulbactam,S,2
"Staphylococcus, coagulase negative",cefotaxime,I,6
"Staphylococcus, coagulase negative",cefotaxime,R,966
"Staphylococcus, coagulase negative",cefotaxime,S,63
"Staphylococcus, coagulase negative",cefoxitin,I,3
"Staphylococcus, coagulase negative",cefoxitin,R,108943
"Staphylococcus, coagulase negative",cefoxitin,S,80841
"Staphylococcus, coagulase negative",ceftazidime,I,2
"Staphylococcus, coagulase negative",ceftazidime,R,1137
"Staphylococcus, coagulase negative",ceftazidime,S,7
"Staphylococcus, coagulase negative",ceftriaxone,I,24
"Staphylococcus, coagulase negative",ceftriaxone,R,5345
"Staphylococcus, coagulase negative",ceftriaxone,S,44
"Staphylococcus, coagulase negative",cefuroxime,R,444
"Staphylococcus, coagulase negative",cefuroxime,S,2
"Staphylococcus, coagulase negative",chloramphenicol,I,1186
"Staphylococcus, coagulase negative",chloramphenicol,R,4220
"Staphylococcus, coagulase negative",chloramphenicol,S,44511
"Staphylococcus, coagulase negative",ciprofloxacin,I,3671
"Staphylococcus, coagulase negative",ciprofloxacin,R,47994
"Staphylococcus, coagulase negative",ciprofloxacin,S,74521
"Staphylococcus, coagulase negative",clindamycin,I,8016
"Staphylococcus, coagulase negative",clindamycin,R,125276
"Staphylococcus, coagulase negative",clindamycin,S,126958
"Staphylococcus, coagulase negative",colistin,I,1
"Staphylococcus, coagulase negative",colistin,R,403
"Staphylococcus, coagulase negative",ertapenem,R,718
"Staphylococcus, coagulase negative",ertapenem,S,4
"Staphylococcus, coagulase negative",erythromycin,I,6036
"Staphylococcus, coagulase negative",erythromycin,R,153413
"Staphylococcus, coagulase negative",erythromycin,S,100849
"Staphylococcus, coagulase negative",fosfomycin,I,240
"Staphylococcus, coagulase negative",fosfomycin,R,11641
"Staphylococcus, coagulase negative",fosfomycin,S,6506
"Staphylococcus, coagulase negative",gentamicin,I,7869
"Staphylococcus, coagulase negative",gentamicin,R,52605
"Staphylococcus, coagulase negative",gentamicin,S,143351
"Staphylococcus, coagulase negative",gentamicin high,S,7
"Staphylococcus, coagulase negative",imipenem,R,1506
"Staphylococcus, coagulase negative",imipenem,S,45
"Staphylococcus, coagulase negative",levofloxacin,I,1590
"Staphylococcus, coagulase negative",levofloxacin,R,21419
"Staphylococcus, coagulase negative",levofloxacin,S,38674
"Staphylococcus, coagulase negative",meropenem,R,1184
"Staphylococcus, coagulase negative",meropenem,S,7
"Staphylococcus, coagulase negative",nitrofurantoin,I,29
"Staphylococcus, coagulase negative",nitrofurantoin,R,90
"Staphylococcus, coagulase negative",nitrofurantoin,S,3892
"Staphylococcus, coagulase negative",norfloxacin,I,224
"Staphylococcus, coagulase negative",norfloxacin,R,3872
"Staphylococcus, coagulase negative",norfloxacin,S,6681
"Staphylococcus, coagulase negative",oxacillin,I,5
"Staphylococcus, coagulase negative",oxacillin,R,62564
"Staphylococcus, coagulase negative",oxacillin,S,36698
"Staphylococcus, coagulase negative",penicillin,R,119939
"Staphylococcus, coagulase negative",penicillin,S,17398
"Staphylococcus, coagulase negative",piperacillin/tazobactam,R,1321
"Staphylococcus, coagulase negative",piperacillin/tazobactam,S,5
"Staphylococcus, coagulase negative",teicoplanin,I,1737
"Staphylococcus, coagulase negative",teicoplanin,R,1503
"Staphylococcus, coagulase negative",teicoplanin,S,46271
"Staphylococcus, coagulase negative",tetracycline,I,2016
"Staphylococcus, coagulase negative",tetracycline,R,43266
"Staphylococcus, coagulase negative",tetracycline,S,59189
"Staphylococcus, coagulase negative",trimethoprim/sulfamethoxazole,I,4002
"Staphylococcus, coagulase negative",trimethoprim/sulfamethoxazole,R,79008
"Staphylococcus, coagulase negative",trimethoprim/sulfamethoxazole,S,167857
"Staphylococcus, coagulase negative",vancomycin,I,220
"Staphylococcus, coagulase negative",vancomycin,R,986
"Staphylococcus, coagulase negative",vancomycin,S,77280
Stenotrophomonas maltophilia,amikacin,R,21650
Stenotrophomonas maltophilia,amoxicillin/clavulanic acid,R,13421
Stenotrophomonas maltophilia,ampicillin,R,15660
Stenotrophomonas maltophilia,ampicillin/sulbactam,R,8346
Stenotrophomonas maltophilia,cefazolin,R,980
Stenotrophomonas maltophilia,cefepime,I,278
Stenotrophomonas maltophilia,cefepime,R,8515
Stenotrophomonas maltophilia,cefepime,S,1887
Stenotrophomonas maltophilia,cefoperazone/sulbactam,I,59
Stenotrophomonas maltophilia,cefoperazone/sulbactam,R,21
Stenotrophomonas maltophilia,cefoperazone/sulbactam,S,303
Stenotrophomonas maltophilia,cefotaxime,R,19091
Stenotrophomonas maltophilia,cefoxitin,R,14082
Stenotrophomonas maltophilia,ceftazidime,I,1884
Stenotrophomonas maltophilia,ceftazidime,R,9558
Stenotrophomonas maltophilia,ceftazidime,S,6206
Stenotrophomonas maltophilia,ceftriaxone,R,16040
Stenotrophomonas maltophilia,cefuroxime,R,8880
Stenotrophomonas maltophilia,chloramphenicol,I,16
Stenotrophomonas maltophilia,chloramphenicol,R,7
Stenotrophomonas maltophilia,chloramphenicol,S,227
Stenotrophomonas maltophilia,ciprofloxacin,I,2899
Stenotrophomonas maltophilia,ciprofloxacin,R,5207
Stenotrophomonas maltophilia,ciprofloxacin,S,4600
Stenotrophomonas maltophilia,clindamycin,R,44
Stenotrophomonas maltophilia,ertapenem,R,14856
Stenotrophomonas maltophilia,erythromycin,R,88
Stenotrophomonas maltophilia,fosfomycin,R,1256
Stenotrophomonas maltophilia,gentamicin,R,21570
Stenotrophomonas maltophilia,gentamicin high,R,683
Stenotrophomonas maltophilia,imipenem,R,21639
Stenotrophomonas maltophilia,levofloxacin,I,1477
Stenotrophomonas maltophilia,levofloxacin,R,3042
Stenotrophomonas maltophilia,levofloxacin,S,44316
Stenotrophomonas maltophilia,meropenem,R,21491
Stenotrophomonas maltophilia,norfloxacin,I,10
Stenotrophomonas maltophilia,norfloxacin,R,78
Stenotrophomonas maltophilia,norfloxacin,S,78
Stenotrophomonas maltophilia,oxacillin,R,1
Stenotrophomonas maltophilia,penicillin,R,85
Stenotrophomonas maltophilia,piperacillin/tazobactam,R,19935
Stenotrophomonas maltophilia,teicoplanin,S,1
Stenotrophomonas maltophilia,tetracycline,R,940
Stenotrophomonas maltophilia,trimethoprim/sulfamethoxazole,I,127
Stenotrophomonas maltophilia,trimethoprim/sulfamethoxazole,R,3936
Stenotrophomonas maltophilia,trimethoprim/sulfamethoxazole,S,57476
Stenotrophomonas maltophilia,vancomycin,R,111
Streptococcus agalactiae,amikacin,S,4
Streptococcus agalactiae,amoxicillin/clavulanic acid,I,1
Streptococcus agalactiae,amoxicillin/clavulanic acid,S,12
Streptococcus agalactiae,ampicillin,R,12
Streptococcus agalactiae,ampicillin,S,13876
Streptococcus agalactiae,ampicillin/sulbactam,S,1
Streptococcus agalactiae,cefazolin,R,1
Streptococcus agalactiae,cefazolin,S,13
Streptococcus agalactiae,cefepime,R,3
Streptococcus agalactiae,cefepime,S,3851
Streptococcus agalactiae,cefotaxime,R,2
Streptococcus agalactiae,cefotaxime,S,20764
Streptococcus agalactiae,cefoxitin,S,23
Streptococcus agalactiae,ceftriaxone,R,2
Streptococcus agalactiae,ceftriaxone,S,19784
Streptococcus agalactiae,cefuroxime,S,5
Streptococcus agalactiae,chloramphenicol,I,367
Streptococcus agalactiae,chloramphenicol,R,304
Streptococcus agalactiae,chloramphenicol,S,9846
Streptococcus agalactiae,ciprofloxacin,I,18
Streptococcus agalactiae,ciprofloxacin,R,5
Streptococcus agalactiae,ciprofloxacin,S,82
Streptococcus agalactiae,clindamycin,I,631
Streptococcus agalactiae,clindamycin,R,5414
Streptococcus agalactiae,clindamycin,S,21264
Streptococcus agalactiae,ertapenem,S,2686
Streptococcus agalactiae,erythromycin,I,786
Streptococcus agalactiae,erythromycin,R,5461
Streptococcus agalactiae,erythromycin,S,23543
Streptococcus agalactiae,fosfomycin,I,1
Streptococcus agalactiae,fosfomycin,R,2
Streptococcus agalactiae,fosfomycin,S,6
Streptococcus agalactiae,gentamicin,I,28
Streptococcus agalactiae,gentamicin,R,56
Streptococcus agalactiae,gentamicin,S,32
Streptococcus agalactiae,gentamicin high,S,2
Streptococcus agalactiae,imipenem,S,11
Streptococcus agalactiae,levofloxacin,I,159
Streptococcus agalactiae,levofloxacin,R,385
Streptococcus agalactiae,levofloxacin,S,16105
Streptococcus agalactiae,meropenem,I,3
Streptococcus agalactiae,meropenem,R,5
Streptococcus agalactiae,meropenem,S,3230
Streptococcus agalactiae,norfloxacin,S,1
Streptococcus agalactiae,oxacillin,R,1
Streptococcus agalactiae,oxacillin,S,733
Streptococcus agalactiae,penicillin,R,23
Streptococcus agalactiae,penicillin,S,28276
Streptococcus agalactiae,teicoplanin,R,2
Streptococcus agalactiae,teicoplanin,S,92
Streptococcus agalactiae,tetracycline,I,292
Streptococcus agalactiae,tetracycline,R,7817
Streptococcus agalactiae,tetracycline,S,3230
Streptococcus agalactiae,trimethoprim/sulfamethoxazole,I,11
Streptococcus agalactiae,trimethoprim/sulfamethoxazole,R,11
Streptococcus agalactiae,trimethoprim/sulfamethoxazole,S,585
Streptococcus agalactiae,vancomycin,R,2
Streptococcus agalactiae,vancomycin,S,30513
Streptococcus pneumoniae,amoxicillin/clavulanic acid,I,77
Streptococcus pneumoniae,amoxicillin/clavulanic acid,R,111
Streptococcus pneumoniae,amoxicillin/clavulanic acid,S,1760
Streptococcus pneumoniae,ampicillin,S,535
Streptococcus pneumoniae,cefazolin,S,41
Streptococcus pneumoniae,cefepime,I,160
Streptococcus pneumoniae,cefepime,R,61
Streptococcus pneumoniae,cefepime,S,2205
Streptococcus pneumoniae,cefotaxime,I,221
Streptococcus pneumoniae,cefotaxime,R,138
Streptococcus pneumoniae,cefotaxime,S,7053
Streptococcus pneumoniae,cefoxitin,S,2
Streptococcus pneumoniae,ceftazidime,S,3
Streptococcus pneumoniae,ceftriaxone,I,152
Streptococcus pneumoniae,ceftriaxone,R,136
Streptococcus pneumoniae,ceftriaxone,S,6266
Streptococcus pneumoniae,cefuroxime,I,85
Streptococcus pneumoniae,cefuroxime,R,415
Streptococcus pneumoniae,cefuroxime,S,810
Streptococcus pneumoniae,chloramphenicol,R,1441
Streptococcus pneumoniae,chloramphenicol,S,9409
Streptococcus pneumoniae,ciprofloxacin,I,8
Streptococcus pneumoniae,ciprofloxacin,R,7
Streptococcus pneumoniae,ciprofloxacin,S,10
Streptococcus pneumoniae,clindamycin,I,282
Streptococcus pneumoniae,clindamycin,R,8035
Streptococcus pneumoniae,clindamycin,S,19199
Streptococcus pneumoniae,ertapenem,I,17
Streptococcus pneumoniae,ertapenem,R,16
Streptococcus pneumoniae,ertapenem,S,1605
Streptococcus pneumoniae,erythromycin,I,1265
Streptococcus pneumoniae,erythromycin,R,11260
Streptococcus pneumoniae,erythromycin,S,16208
Streptococcus pneumoniae,fosfomycin,R,3
Streptococcus pneumoniae,gentamicin,I,11
Streptococcus pneumoniae,gentamicin,R,38
Streptococcus pneumoniae,gentamicin,S,27
Streptococcus pneumoniae,imipenem,I,12
Streptococcus pneumoniae,imipenem,R,30
Streptococcus pneumoniae,imipenem,S,19
Streptococcus pneumoniae,levofloxacin,I,46
Streptococcus pneumoniae,levofloxacin,R,195
Streptococcus pneumoniae,levofloxacin,S,15873
Streptococcus pneumoniae,meropenem,I,560
Streptococcus pneumoniae,meropenem,R,231
Streptococcus pneumoniae,meropenem,S,2144
Streptococcus pneumoniae,oxacillin,I,47
Streptococcus pneumoniae,oxacillin,R,83
Streptococcus pneumoniae,oxacillin,S,10576
Streptococcus pneumoniae,penicillin,I,292
Streptococcus pneumoniae,penicillin,R,358
Streptococcus pneumoniae,penicillin,S,8527
Streptococcus pneumoniae,piperacillin/tazobactam,I,1
Streptococcus pneumoniae,teicoplanin,S,26
Streptococcus pneumoniae,tetracycline,I,552
Streptococcus pneumoniae,tetracycline,R,7889
Streptococcus pneumoniae,tetracycline,S,3369
Streptococcus pneumoniae,trimethoprim/sulfamethoxazole,I,1802
Streptococcus pneumoniae,trimethoprim/sulfamethoxazole,R,10535
Streptococcus pneumoniae,trimethoprim/sulfamethoxazole,S,10815
Streptococcus pneumoniae,vancomycin,R,2
Streptococcus pneumoniae,vancomycin,S,28558
Streptococcus pyogenes,amikacin,R,1
Streptococcus pyogenes,amikacin,S,2
Streptococcus pyogenes,amoxicillin/clavulanic acid,R,2
Streptococcus pyogenes,amoxicillin/clavulanic acid,S,21
Streptococcus pyogenes,ampicillin,R,14
Streptococcus pyogenes,ampicillin,S,18825
Streptococcus pyogenes,ampicillin/sulbactam,S,4
Streptococcus pyogenes,cefazolin,S,19
Streptococcus pyogenes,cefepime,R,1
Streptococcus pyogenes,cefepime,S,4827
Streptococcus pyogenes,cefoperazone/sulbactam,S,1
Streptococcus pyogenes,cefotaxime,R,3
Streptococcus pyogenes,cefotaxime,S,26818
Streptococcus pyogenes,cefoxitin,S,30
Streptococcus pyogenes,ceftazidime,S,3
Streptococcus pyogenes,ceftriaxone,R,2
Streptococcus pyogenes,ceftriaxone,S,27957
Streptococcus pyogenes,cefuroxime,S,31
Streptococcus pyogenes,chloramphenicol,I,609
Streptococcus pyogenes,chloramphenicol,R,706
Streptococcus pyogenes,chloramphenicol,S,15703
Streptococcus pyogenes,ciprofloxacin,I,4
Streptococcus pyogenes,ciprofloxacin,R,7
Streptococcus pyogenes,ciprofloxacin,S,49
Streptococcus pyogenes,clindamycin,I,702
Streptococcus pyogenes,clindamycin,R,1829
Streptococcus pyogenes,clindamycin,S,40403
Streptococcus pyogenes,ertapenem,S,2516
Streptococcus pyogenes,erythromycin,I,947
Streptococcus pyogenes,erythromycin,R,2754
Streptococcus pyogenes,erythromycin,S,42019
Streptococcus pyogenes,fosfomycin,I,1
Streptococcus pyogenes,fosfomycin,R,1
Streptococcus pyogenes,fosfomycin,S,2
Streptococcus pyogenes,gentamicin,I,6
Streptococcus pyogenes,gentamicin,R,7
Streptococcus pyogenes,gentamicin,S,70
Streptococcus pyogenes,imipenem,S,3
Streptococcus pyogenes,levofloxacin,I,137
Streptococcus pyogenes,levofloxacin,R,126
Streptococcus pyogenes,levofloxacin,S,21688
Streptococcus pyogenes,meropenem,I,2
Streptococcus pyogenes,meropenem,R,2
Streptococcus pyogenes,meropenem,S,3562
Streptococcus pyogenes,oxacillin,I,1
Streptococcus pyogenes,oxacillin,R,5
Streptococcus pyogenes,oxacillin,S,953
Streptococcus pyogenes,penicillin,R,16
Streptococcus pyogenes,penicillin,S,36444
Streptococcus pyogenes,teicoplanin,S,27
Streptococcus pyogenes,tetracycline,I,394
Streptococcus pyogenes,tetracycline,R,12831
Streptococcus pyogenes,tetracycline,S,1515
Streptococcus pyogenes,trimethoprim/sulfamethoxazole,I,29
Streptococcus pyogenes,trimethoprim/sulfamethoxazole,R,33
Streptococcus pyogenes,trimethoprim/sulfamethoxazole,S,565
Streptococcus pyogenes,vancomycin,R,1
Streptococcus pyogenes,vancomycin,S,40375
Streptococcus suis,amoxicillin/clavulanic acid,S,2
Streptococcus suis,ampicillin,I,21
Streptococcus suis,ampicillin,R,13
Streptococcus suis,ampicillin,S,1223
Streptococcus suis,cefazolin,R,1
Streptococcus suis,cefazolin,S,14
Streptococcus suis,cefepime,I,3
Streptococcus suis,cefepime,R,7
Streptococcus suis,cefepime,S,294
Streptococcus suis,cefotaxime,I,249
Streptococcus suis,cefotaxime,R,287
Streptococcus suis,cefotaxime,S,1840
Streptococcus suis,ceftriaxone,I,264
Streptococcus suis,ceftriaxone,R,94
Streptococcus suis,ceftriaxone,S,1715
Streptococcus suis,chloramphenicol,I,49
Streptococcus suis,chloramphenicol,R,25
Streptococcus suis,chloramphenicol,S,998
Streptococcus suis,ciprofloxacin,I,1
Streptococcus suis,ciprofloxacin,R,1
Streptococcus suis,clindamycin,I,12
Streptococcus suis,clindamycin,R,3046
Streptococcus suis,clindamycin,S,150
Streptococcus suis,ertapenem,S,116
Streptococcus suis,erythromycin,I,115
Streptococcus suis,erythromycin,R,3182
Streptococcus suis,erythromycin,S,291
Streptococcus suis,gentamicin,R,10
Streptococcus suis,gentamicin,S,8
Streptococcus suis,imipenem,S,2
Streptococcus suis,levofloxacin,I,13
Streptococcus suis,levofloxacin,R,38
Streptococcus suis,levofloxacin,S,2413
Streptococcus suis,meropenem,S,250
Streptococcus suis,oxacillin,I,18
Streptococcus suis,oxacillin,R,19
Streptococcus suis,oxacillin,S,86
Streptococcus suis,penicillin,I,958
Streptococcus suis,penicillin,R,93
Streptococcus suis,penicillin,S,1051
Streptococcus suis,teicoplanin,S,3
Streptococcus suis,tetracycline,I,8
Streptococcus suis,tetracycline,R,957
Streptococcus suis,tetracycline,S,227
Streptococcus suis,trimethoprim/sulfamethoxazole,R,21
Streptococcus suis,trimethoprim/sulfamethoxazole,S,14
Streptococcus suis,vancomycin,S,3621
"Streptococcus, beta-hemolytic not Group A,B,D",amoxicillin/clavulanic acid,R,3
"Streptococcus, beta-hemolytic not Group A,B,D",amoxicillin/clavulanic acid,S,3
"Streptococcus, beta-hemolytic not Group A,B,D",ampicillin,R,5
"Streptococcus, beta-hemolytic not Group A,B,D",ampicillin,S,6517
"Streptococcus, beta-hemolytic not Group A,B,D",cefazolin,S,12
"Streptococcus, beta-hemolytic not Group A,B,D",cefepime,S,1458
"Streptococcus, beta-hemolytic not Group A,B,D",cefoperazone/sulbactam,S,3
"Streptococcus, beta-hemolytic not Group A,B,D",cefotaxime,I,1
"Streptococcus, beta-hemolytic not Group A,B,D",cefotaxime,S,9289
"Streptococcus, beta-hemolytic not Group A,B,D",cefoxitin,S,6
"Streptococcus, beta-hemolytic not Group A,B,D",ceftriaxone,S,10472
"Streptococcus, beta-hemolytic not Group A,B,D",cefuroxime,S,6
"Streptococcus, beta-hemolytic not Group A,B,D",chloramphenicol,I,406
"Streptococcus, beta-hemolytic not Group A,B,D",chloramphenicol,R,253
"Streptococcus, beta-hemolytic not Group A,B,D",chloramphenicol,S,5400
"Streptococcus, beta-hemolytic not Group A,B,D",ciprofloxacin,I,1
"Streptococcus, beta-hemolytic not Group A,B,D",ciprofloxacin,R,3
"Streptococcus, beta-hemolytic not Group A,B,D",ciprofloxacin,S,15
"Streptococcus, beta-hemolytic not Group A,B,D",clindamycin,I,470
"Streptococcus, beta-hemolytic not Group A,B,D",clindamycin,R,2056
"Streptococcus, beta-hemolytic not Group A,B,D",clindamycin,S,13071
"Streptococcus, beta-hemolytic not Group A,B,D",ertapenem,S,875
"Streptococcus, beta-hemolytic not Group A,B,D",erythromycin,I,1086
"Streptococcus, beta-hemolytic not Group A,B,D",erythromycin,R,2819
"Streptococcus, beta-hemolytic not Group A,B,D",erythromycin,S,12855
"Streptococcus, beta-hemolytic not Group A,B,D",gentamicin,I,3
"Streptococcus, beta-hemolytic not Group A,B,D",gentamicin,R,9
"Streptococcus, beta-hemolytic not Group A,B,D",gentamicin,S,18
"Streptococcus, beta-hemolytic not Group A,B,D",gentamicin high,S,1
"Streptococcus, beta-hemolytic not Group A,B,D",imipenem,S,2
"Streptococcus, beta-hemolytic not Group A,B,D",levofloxacin,I,74
"Streptococcus, beta-hemolytic not Group A,B,D",levofloxacin,R,124
"Streptococcus, beta-hemolytic not Group A,B,D",levofloxacin,S,7773
