organism_full,year,month,spec_type,Resistant_Drug_Classes,pattern_count,total_rows_in_spec_month,percentage
Escherichia coli,2017,5,sp,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",23,166,13.86
Escherichia coli,2017,5,sp,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",13,166,7.83
Escherichia coli,2017,5,sp,"CEPHEMS, FLUOROQUINOLONES, PENICILLINS",11,166,6.63
Escherichia coli,2017,5,sp,"FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",10,166,6.02
Escherichia coli,2017,6,sp,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",28,158,17.72
Escherichia coli,2017,6,sp,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",20,158,12.66
Escherichia coli,2017,6,sp,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",17,158,10.76
Escherichia coli,2017,6,sp,"CEPHEMS, FLUOROQUINOLONES, PENICILLINS",10,158,6.33
Escherichia coli,2017,6,sp,"FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",8,158,5.06
Escherichia coli,2017,7,sp,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",34,233,14.59
Escherichia coli,2017,7,sp,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",26,233,11.16
Escherichia coli,2017,7,sp,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",24,233,10.3
Escherichia coli,2017,7,sp,"CEPHEMS, FLUOROQUINOLONES, PENICILLINS",10,233,4.29
Escherichia coli,2017,7,sp,"FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",8,233,3.43
Escherichia coli,2017,8,sp,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",28,180,15.56
Escherichia coli,2017,8,sp,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",23,180,12.78
Escherichia coli,2017,8,sp,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",21,180,11.67
Escherichia coli,2017,8,sp,"CEPHEMS, FLUOROQUINOLONES, PENICILLINS",11,180,6.11
Escherichia coli,2017,8,sp,"FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",7,180,3.89
Escherichia coli,2017,9,sp,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",27,170,15.88
Escherichia coli,2017,9,sp,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",24,170,14.12
Escherichia coli,2017,9,sp,"CEPHEMS, FLUOROQUINOLONES, PENICILLINS",16,170,9.41
Escherichia coli,2017,9,sp,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",15,170,8.82
Escherichia coli,2017,9,sp,"FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",11,170,6.47
Escherichia coli,2017,10,sp,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",23,154,14.94
Escherichia coli,2017,10,sp,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",22,154,14.29
Escherichia coli,2017,10,sp,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",14,154,9.09
Escherichia coli,2017,10,sp,"CEPHEMS, FLUOROQUINOLONES, PENICILLINS",11,154,7.14
Escherichia coli,2017,10,sp,"FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",10,154,6.49
Escherichia coli,2017,11,sp,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",28,168,16.67
Escherichia coli,2017,11,sp,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",22,168,13.1
Escherichia coli,2017,11,sp,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",19,168,11.31
Escherichia coli,2017,11,sp,"CEPHEMS, FLUOROQUINOLONES, PENICILLINS",12,168,7.14
