organism_full,year,month,ward_type,Resistant_Drug_Classes,pattern_count,total_rows_in_ward_month,percentage
Staphylococcus aureus,2021,2,in,"AMINOGLYCOSIDES, FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",3,25,12.0
Staphylococcus aureus,2021,2,in,"FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS",2,25,8.0
Staphylococcus aureus,2021,3,in,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",5,26,19.23
Staphylococcus aureus,2021,3,in,"FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS",3,26,11.54
Staphylococcus aureus,2021,3,in,"FLUOROQUINOLONES, MACROLIDES, PENICILLINS",2,26,7.69
Staphylococcus aureus,2021,3,in,"AMINOGLYCOSIDES, FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",1,26,3.85
Staphylococcus aureus,2021,3,in,"LINCOSAMIDES, MACROLIDES, TETRACYCLINES",1,26,3.85
Staphylococcus aureus,2021,4,in,"AMINOGLYCOSIDES, FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",6,41,14.63
Staphylococcus aureus,2021,4,in,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",5,41,12.2
Staphylococcus aureus,2021,4,in,"LINCOSAMIDES, MACROLIDES, TETRACYCLINES",5,41,12.2
Staphylococcus aureus,2021,4,in,"FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS",3,41,7.32
Staphylococcus aureus,2021,5,in,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",4,19,21.05
Staphylococcus aureus,2021,5,in,"FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS",3,19,15.79
Staphylococcus aureus,2021,5,in,"LINCOSAMIDES, MACROLIDES, TETRACYCLINES",2,19,10.53
Staphylococcus aureus,2021,6,in,"LINCOSAMIDES, MACROLIDES, TETRACYCLINES",6,36,16.67
Staphylococcus aureus,2021,6,in,"FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS",4,36,11.11
Staphylococcus aureus,2021,6,in,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",3,36,8.33
Staphylococcus aureus,2021,6,in,"AMINOGLYCOSIDES, FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",2,36,5.56
Staphylococcus aureus,2021,6,in,"FLUOROQUINOLONES, MACROLIDES, PENICILLINS",1,36,2.78
Staphylococcus aureus,2021,7,in,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",6,23,26.09
Staphylococcus aureus,2021,7,in,"AMINOGLYCOSIDES, FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",3,23,13.04
Staphylococcus aureus,2021,7,in,"FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS",3,23,13.04
Staphylococcus aureus,2021,7,in,"LINCOSAMIDES, MACROLIDES, TETRACYCLINES",1,23,4.35
Staphylococcus aureus,2021,8,in,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",6,31,19.35
Staphylococcus aureus,2021,8,in,"AMINOGLYCOSIDES, FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",5,31,16.13
Staphylococcus aureus,2021,8,in,"LINCOSAMIDES, MACROLIDES, TETRACYCLINES",4,31,12.9
Staphylococcus aureus,2021,8,in,"FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS",2,31,6.45
Staphylococcus aureus,2021,9,in,"AMINOGLYCOSIDES, FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",4,31,12.9
Staphylococcus aureus,2021,9,in,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",4,31,12.9
Staphylococcus aureus,2021,9,in,"LINCOSAMIDES, MACROLIDES, TETRACYCLINES",4,31,12.9
Staphylococcus aureus,2021,9,in,"FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS",2,31,6.45
Staphylococcus aureus,2021,10,in,"FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS",3,25,12.0
Staphylococcus aureus,2021,10,in,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",2,25,8.0
Staphylococcus aureus,2021,10,in,"LINCOSAMIDES, MACROLIDES, TETRACYCLINES",2,25,8.0
Staphylococcus aureus,2021,10,in,"FLUOROQUINOLONES, MACROLIDES, PENICILLINS",1,25,4.0
Staphylococcus aureus,2021,11,in,"LINCOSAMIDES, MACROLIDES, TETRACYCLINES",4,23,17.39
Staphylococcus aureus,2021,11,in,"FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS",3,23,13.04
Staphylococcus aureus,2021,11,in,"FLUOROQUINOLONES, MACROLIDES, PENICILLINS",3,23,13.04
Staphylococcus aureus,2021,11,in,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",1,23,4.35
Staphylococcus aureus,2021,12,in,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",5,31,16.13
Staphylococcus aureus,2021,12,in,"FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS",2,31,6.45
Staphylococcus aureus,2021,12,in,"LINCOSAMIDES, MACROLIDES, TETRACYCLINES",2,31,6.45
Staphylococcus aureus,2021,12,in,"AMINOGLYCOSIDES, FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",1,31,3.23
Staphylococcus aureus,2022,1,in,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",2,8,25.0
Staphylococcus aureus,2022,1,in,"FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS",1,8,12.5
Staphylococcus aureus,2022,1,in,"LINCOSAMIDES, MACROLIDES, TETRACYCLINES",1,8,12.5
Staphylococcus aureus,2022,2,in,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",1,4,25.0
Staphylococcus aureus,2022,4,in,"FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS",2,5,40.0
Staphylococcus aureus,2022,4,in,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",1,5,20.0
Staphylococcus aureus,2022,5,in,"FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS",1,4,25.0
Staphylococcus aureus,2022,5,in,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",1,4,25.0
Staphylococcus aureus,2022,5,in,"LINCOSAMIDES, MACROLIDES, TETRACYCLINES",1,4,25.0
Staphylococcus aureus,2022,6,in,"FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS",2,4,50.0
Staphylococcus aureus,2022,6,in,"LINCOSAMIDES, MACROLIDES, TETRACYCLINES",1,4,25.0
Staphylococcus aureus,2022,7,in,"FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS",1,6,16.67
Staphylococcus aureus,2022,7,in,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",1,6,16.67
Staphylococcus aureus,2022,7,in,"LINCOSAMIDES, MACROLIDES, TETRACYCLINES",1,6,16.67
Staphylococcus aureus,2022,8,in,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",4,8,50.0
Staphylococcus aureus,2022,9,in,"FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS",2,7,28.57
Staphylococcus aureus,2022,9,in,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",2,7,28.57
Staphylococcus aureus,2022,9,in,"FLUOROQUINOLONES, MACROLIDES, PENICILLINS",1,7,14.29
Staphylococcus aureus,2022,10,in,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",1,2,50.0
Staphylococcus aureus,2022,11,in,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",2,3,66.67
Staphylococcus aureus,2022,12,in,"FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS",1,4,25.0
Staphylococcus aureus,2022,12,in,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",1,4,25.0
Staphylococcus aureus,2022,12,in,"LINCOSAMIDES, MACROLIDES, TETRACYCLINES",1,4,25.0
Staphylococcus aureus,2023,1,in,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",3,6,50.0
Staphylococcus aureus,2023,1,in,"FLUOROQUINOLONES, MACROLIDES, PENICILLINS",1,6,16.67
Staphylococcus aureus,2023,2,in,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",2,3,66.67
Staphylococcus aureus,2023,3,in,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",3,12,25.0
Staphylococcus aureus,2023,3,in,"FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS",2,12,16.67
Staphylococcus aureus,2023,3,in,"LINCOSAMIDES, MACROLIDES, TETRACYCLINES",2,12,16.67
Staphylococcus aureus,2023,3,in,"FLUOROQUINOLONES, MACROLIDES, PENICILLINS",1,12,8.33
Staphylococcus aureus,2023,4,in,"FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS",1,3,33.33
Staphylococcus aureus,2023,4,in,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",1,3,33.33
Staphylococcus aureus,2023,4,in,"LINCOSAMIDES, MACROLIDES, TETRACYCLINES",1,3,33.33
Staphylococcus aureus,2023,5,in,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",6,14,42.86
Staphylococcus aureus,2023,5,in,"LINCOSAMIDES, MACROLIDES, TETRACYCLINES",2,14,14.29
Staphylococcus aureus,2023,5,in,"FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS",1,14,7.14
Staphylococcus aureus,2023,6,in,"FLUOROQUINOLONES, MACROLIDES, PENICILLINS",2,7,28.57
Staphylococcus aureus,2023,6,in,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",2,7,28.57
Staphylococcus aureus,2023,7,in,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",3,10,30.0
Staphylococcus aureus,2023,7,in,"FLUOROQUINOLONES, MACROLIDES, PENICILLINS",2,10,20.0
Staphylococcus aureus,2023,7,in,"FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS",1,10,10.0
